subdistrict_code,postal_code,sub_district_th,district_th,province_th,sub_district_en,district_en,province_en
801105,80240,ปริก,ทุ่งใหญ่,นครศรีธรรมราช,Prik,Thung Yai,Nakhon Si Thammarat
801106,80240,บางรูป,ทุ่งใหญ่,นครศรีธรรมราช,Bang Rup,Thung Yai,Nakhon Si Thammarat
801107,80240,กรุงหยัน,ทุ่งใหญ่,นครศรีธรรมราช,Krung Yan,Thung Yai,Nakhon Si Thammarat
801201,80140,ปากพนัง,ปากพนัง,นครศรีธรรมราช,Pak Phanang,Pak Phanang,Nakhon Si Thammarat
801202,80330,คลองน้อย,ปากพนัง,นครศรีธรรมราช,Khlong Noi,Pak Phanang,Nakhon Si Thammarat
801203,80140,ป่าระกำ,ปากพนัง,นครศรีธรรมราช,Pa Rakam,Pak Phanang,Nakhon Si Thammarat
801204,80330,ชะเมา,ปากพนัง,นครศรีธรรมราช,Chamao,Pak Phanang,Nakhon Si Thammarat
801205,80140,คลองกระบือ,ปากพนัง,นครศรีธรรมราช,Khlong Krabue,Pak Phanang,Nakhon Si Thammarat
801206,80330,เกาะทวด,ปากพนัง,นครศรีธรรมราช,Ko Thuat,Pak Phanang,Nakhon Si Thammarat
801207,80140,บ้านใหม่,ปากพนัง,นครศรีธรรมราช,Ban Mai,Pak Phanang,Nakhon Si Thammarat
801208,80140,หูล่อง,ปากพนัง,นครศรีธรรมราช,Hu Long,Pak Phanang,Nakhon Si Thammarat
801209,80140,แหลมตะลุมพุก,ปากพนัง,นครศรีธรรมราช,Laem Talumphuk,Pak Phanang,Nakhon Si Thammarat
801210,80140,ปากพนังฝั่งตะวันตก,ปากพนัง,นครศรีธรรมราช,Pak Phanang Fang Tawan Tok,Pak Phanang,Nakhon Si Thammarat
801211,80140,บางศาลา,ปากพนัง,นครศรีธรรมราช,Bang Sala,Pak Phanang,Nakhon Si Thammarat
801212,80140,บางพระ,ปากพนัง,นครศรีธรรมราช,Bang Phra,Pak Phanang,Nakhon Si Thammarat
801213,80140,บางตะพง,ปากพนัง,นครศรีธรรมราช,Bang Taphong,Pak Phanang,Nakhon Si Thammarat
801214,80140,ปากพนังฝั่งตะวันออก,ปากพนัง,นครศรีธรรมราช,Pak Phanang Fang Tawan Ok,Pak Phanang,Nakhon Si Thammarat
801215,80140,บ้านเพิง,ปากพนัง,นครศรีธรรมราช,Ban Phoeng,Pak Phanang,Nakhon Si Thammarat
801216,80140,ท่าพยา,ปากพนัง,นครศรีธรรมราช,Tha Phaya,Pak Phanang,Nakhon Si Thammarat
801217,80140,ปากแพรก,ปากพนัง,นครศรีธรรมราช,Pak Phraek,Pak Phanang,Nakhon Si Thammarat
801218,80140,ขนาบนาก,ปากพนัง,นครศรีธรรมราช,Khanap Nak,Pak Phanang,Nakhon Si Thammarat
801301,80130,ร่อนพิบูลย์,ร่อนพิบูลย์,นครศรีธรรมราช,Ron Phibun,Ron Phibun,Nakhon Si Thammarat
801302,80350,หินตก,ร่อนพิบูลย์,นครศรีธรรมราช,Hin Tok,Ron Phibun,Nakhon Si Thammarat
801303,80350,เสาธง,ร่อนพิบูลย์,นครศรีธรรมราช,Sao Thong,Ron Phibun,Nakhon Si Thammarat
801304,80130,ควนเกย,ร่อนพิบูลย์,นครศรีธรรมราช,Khuan Koei,Ron Phibun,Nakhon Si Thammarat
801305,80130,ควนพัง,ร่อนพิบูลย์,นครศรีธรรมราช,Khuan Phang,Ron Phibun,Nakhon Si Thammarat
801306,80130,ควนชุม,ร่อนพิบูลย์,นครศรีธรรมราช,Khuan Chum,Ron Phibun,Nakhon Si Thammarat
801401,80120,สิชล,สิชล,นครศรีธรรมราช,Sichon,Sichon,Nakhon Si Thammarat
801402,80120,ทุ่งปรัง,สิชล,นครศรีธรรมราช,Thung Prang,Sichon,Nakhon Si Thammarat
801403,80120,ฉลอง,สิชล,นครศรีธรรมราช,Chalong,Sichon,Nakhon Si Thammarat
801404,80340,เสาเภา,สิชล,นครศรีธรรมราช,Sao Phao,Sichon,Nakhon Si Thammarat
801405,80120,เปลี่ยน,สิชล,นครศรีธรรมราช,Plian,Sichon,Nakhon Si Thammarat
801406,80120,สี่ขีด,สิชล,นครศรีธรรมราช,Si Khit,Sichon,Nakhon Si Thammarat
801407,80340,เทพราช,สิชล,นครศรีธรรมราช,Theppharat,Sichon,Nakhon Si Thammarat
801408,80120,เขาน้อย,สิชล,นครศรีธรรมราช,Khao Noi,Sichon,Nakhon Si Thammarat
801409,80120,ทุ่งใส,สิชล,นครศรีธรรมราช,Thung Sai,Sichon,Nakhon Si Thammarat
801501,80210,ขนอม,ขนอม,นครศรีธรรมราช,Khanom,Khanom,Nakhon Si Thammarat
801502,80210,ควนทอง,ขนอม,นครศรีธรรมราช,Khuan Thong,Khanom,Nakhon Si Thammarat
801503,80210,ท้องเนียน,ขนอม,นครศรีธรรมราช,Thong Nian,Khanom,Nakhon Si Thammarat
801601,80170,หัวไทร,หัวไทร,นครศรีธรรมราช,Hua Sai,Hua Sai,Nakhon Si Thammarat
801602,80170,หน้าสตน,หัวไทร,นครศรีธรรมราช,Na Saton,Hua Sai,Nakhon Si Thammarat
801603,80170,ทรายขาว,หัวไทร,นครศรีธรรมราช,Sai Khao,Hua Sai,Nakhon Si Thammarat
801604,80170,แหลม,หัวไทร,นครศรีธรรมราช,Laem,Hua Sai,Nakhon Si Thammarat
801605,80170,เขาพังไกร,หัวไทร,นครศรีธรรมราช,Khao Phang Krai,Hua Sai,Nakhon Si Thammarat
801606,80170,บ้านราม,หัวไทร,นครศรีธรรมราช,Ban Ram,Hua Sai,Nakhon Si Thammarat
801607,80170,บางนบ,หัวไทร,นครศรีธรรมราช,Bang Nop,Hua Sai,Nakhon Si Thammarat
801608,80170,ท่าซอม,หัวไทร,นครศรีธรรมราช,Tha Som,Hua Sai,Nakhon Si Thammarat
801609,80170,ควนชะลิก,หัวไทร,นครศรีธรรมราช,Khuan Chalik,Hua Sai,Nakhon Si Thammarat
801610,80170,รามแก้ว,หัวไทร,นครศรีธรรมราช,Ram Kaeo,Hua Sai,Nakhon Si Thammarat
801611,80170,เกาะเพชร,หัวไทร,นครศรีธรรมราช,Ko Phet,Hua Sai,Nakhon Si Thammarat
801701,80360,บางขัน,บางขัน,นครศรีธรรมราช,Bang Khan,Bang Khan,Nakhon Si Thammarat
801702,80360,บ้านลำนาว,บางขัน,นครศรีธรรมราช,Ban Lamnao,Bang Khan,Nakhon Si Thammarat
801703,80360,วังหิน,บางขัน,นครศรีธรรมราช,Wang Hin,Bang Khan,Nakhon Si Thammarat
801704,80360,บ้านนิคม,บางขัน,นครศรีธรรมราช,Ban Nikhom,Bang Khan,Nakhon Si Thammarat
801801,80260,ถ้ำพรรณรา,ถ้ำพรรณรา,นครศรีธรรมราช,Tham Phannara,Tham Phannara,Nakhon Si Thammarat
801802,80260,คลองเส,ถ้ำพรรณรา,นครศรีธรรมราช,Khlong Se,Tham Phannara,Nakhon Si Thammarat
801803,80260,ดุสิต,ถ้ำพรรณรา,นครศรีธรรมราช,Dusit,Tham Phannara,Nakhon Si Thammarat
801901,80180,บ้านควนมุด,จุฬาภรณ์,นครศรีธรรมราช,Ban Khuan Mut,Chulabhorn,Nakhon Si Thammarat
801902,80180,บ้านชะอวด,จุฬาภรณ์,นครศรีธรรมราช,Ban Cha-Uat,Chulabhorn,Nakhon Si Thammarat
801903,80130,ควนหนองคว้า,จุฬาภรณ์,นครศรีธรรมราช,Khuan Nong Kwa,Chulabhorn,Nakhon Si Thammarat
801904,80130,ทุ่งโพธิ์,จุฬาภรณ์,นครศรีธรรมราช,Thung Pho,Chulabhorn,Nakhon Si Thammarat
801905,80130,นาหมอบุญ,จุฬาภรณ์,นครศรีธรรมราช,Na Mo Bun,Chulabhorn,Nakhon Si Thammarat
801906,80130,สามตำบล,จุฬาภรณ์,นครศรีธรรมราช,Sam Tambon,Chulabhorn,Nakhon Si Thammarat
802001,80000,นาพรุ,พระพรหม,นครศรีธรรมราช,Na Phru,Phra Phrom,Nakhon Si Thammarat
802002,80000,นาสาร,พระพรหม,นครศรีธรรมราช,Na San,Phra Phrom,Nakhon Si Thammarat
802003,80000,ท้ายสำเภา,พระพรหม,นครศรีธรรมราช,Thai Samphao,Phra Phrom,Nakhon Si Thammarat
802004,80000,ช้างซ้าย,พระพรหม,นครศรีธรรมราช,Chang Sai,Phra Phrom,Nakhon Si Thammarat
802101,80160,นบพิตำ,นบพิตำ,นครศรีธรรมราช,Nopphitam,Nopphitam,Nakhon Si Thammarat
802102,80160,กรุงชิง,นบพิตำ,นครศรีธรรมราช,Krung Ching,Nopphitam,Nakhon Si Thammarat
802103,80160,กะหรอ,นบพิตำ,นครศรีธรรมราช,Karo,Nopphitam,Nakhon Si Thammarat
802104,80160,นาเหรง,นบพิตำ,นครศรีธรรมราช,Na Reng,Nopphitam,Nakhon Si Thammarat
802201,80250,ช้างกลาง,ช้างกลาง,นครศรีธรรมราช,Chang Klang,Chang Klang,Nakhon Si Thammarat
802202,80250,หลักช้าง,ช้างกลาง,นครศรีธรรมราช,Lak Chang,Chang Klang,Nakhon Si Thammarat
802203,80250,สวนขัน,ช้างกลาง,นครศรีธรรมราช,Suan Khan,Chang Klang,Nakhon Si Thammarat
802301,80190,เชียรเขา,เฉลิมพระเกียรติ,นครศรีธรรมราช,Chian Khao,Chaloem Phra Kiet,Nakhon Si Thammarat
802302,80290,ดอนตรอ,เฉลิมพระเกียรติ,นครศรีธรรมราช,Don Tro,Chaloem Phra Kiet,Nakhon Si Thammarat
802303,80190,สวนหลวง,เฉลิมพระเกียรติ,นครศรีธรรมราช,Suan Luang,Chaloem Phra Kiet,Nakhon Si Thammarat
802304,80190,ทางพูน,เฉลิมพระเกียรติ,นครศรีธรรมราช,Thang Phun,Chaloem Phra Kiet,Nakhon Si Thammarat
810101,81000,ปากน้ำ,เมืองกระบี่,กระบี่,Pak Nam,Mueang Krabi,Krabi
810102,81000,กระบี่ใหญ่,เมืองกระบี่,กระบี่,Krabi Yai,Mueang Krabi,Krabi
810103,81000,กระบี่น้อย,เมืองกระบี่,กระบี่,Krabi Noi,Mueang Krabi,Krabi
810105,81000,เขาคราม,เมืองกระบี่,กระบี่,Khao Khram,Mueang Krabi,Krabi
810106,81000,เขาทอง,เมืองกระบี่,กระบี่,Khao Thong,Mueang Krabi,Krabi
810111,81000,ทับปริก,เมืองกระบี่,กระบี่,Thap Prik,Mueang Krabi,Krabi
810115,81000,ไสไทย,เมืองกระบี่,กระบี่,Sai Thai,Mueang Krabi,Krabi
810116,81000,อ่าวนาง,เมืองกระบี่,กระบี่,Ao Nang,Mueang Krabi,Krabi
810117,81000,หนองทะเล,เมืองกระบี่,กระบี่,Nong Thale,Mueang Krabi,Krabi
810118,81000,คลองประสงค์,เมืองกระบี่,กระบี่,Khlong Prasong,Mueang Krabi,Krabi
810201,81140,เขาพนม,เขาพนม,กระบี่,Khao Phanom,Khao Phanom,Krabi
810202,81140,เขาดิน,เขาพนม,กระบี่,Khao Din,Khao Phanom,Krabi
810203,80240,สินปุน,เขาพนม,กระบี่,Sin Pun,Khao Phanom,Krabi
810204,81140,พรุเตียว,เขาพนม,กระบี่,Phru Tiao,Khao Phanom,Krabi
810205,81140,หน้าเขา,เขาพนม,กระบี่,Na Khao,Khao Phanom,Krabi
810206,80240,โคกหาร,เขาพนม,กระบี่,Khok Han,Khao Phanom,Krabi
810301,81150,เกาะลันตาใหญ่,เกาะลันตา,กระบี่,Ko Lanta Yai,Ko Lanta,Krabi
810302,81150,เกาะลันตาน้อย,เกาะลันตา,กระบี่,Ko Lanta Noi,Ko Lanta,Krabi
810303,81120,เกาะกลาง,เกาะลันตา,กระบี่,Ko Klang,Ko Lanta,Krabi
810304,81120,คลองยาง,เกาะลันตา,กระบี่,Khlong Yang,Ko Lanta,Krabi
810305,81150,ศาลาด่าน,เกาะลันตา,กระบี่,Sala Dan,Ko Lanta,Krabi
810401,81120,คลองท่อมใต้,คลองท่อม,กระบี่,Khlong Thom Tai,Khlong Thom,Krabi
810402,81120,คลองท่อมเหนือ,คลองท่อม,กระบี่,Khlong Thom Nuea,Khlong Thom,Krabi
810403,81170,คลองพน,คลองท่อม,กระบี่,Khlong Phon,Khlong Thom,Krabi
810404,81170,ทรายขาว,คลองท่อม,กระบี่,Sai Khao,Khlong Thom,Krabi
810405,81120,ห้วยน้ำขาว,คลองท่อม,กระบี่,Huai Nam Khao,Khlong Thom,Krabi
810406,81120,พรุดินนา,คลองท่อม,กระบี่,Phru Din Na,Khlong Thom,Krabi
810407,81120,เพหลา,คลองท่อม,กระบี่,Phela,Khlong Thom,Krabi
810501,81110,อ่าวลึกใต้,อ่าวลึก,กระบี่,Ao Luek Tai,Ao Luek,Krabi
810502,81110,แหลมสัก,อ่าวลึก,กระบี่,Laem Sak,Ao Luek,Krabi
