subdistrict_code,postal_code,sub_district_th,district_th,province_th,sub_district_en,district_en,province_en
401705,40160,คำแคน,มัญจาคีรี,ขอนแก่น,Kham Khaen,Mancha Khiri,Khon Kaen
401706,40160,นาข่า,มัญจาคีรี,ขอนแก่น,Nakha,Mancha Khiri,Khon Kaen
401707,40160,นางาม,มัญจาคีรี,ขอนแก่น,Na Ngam,Mancha Khiri,Khon Kaen
401710,40160,ท่าศาลา,มัญจาคีรี,ขอนแก่น,Tha Sala,Mancha Khiri,Khon Kaen
401801,40180,ชนบท,ชนบท,ขอนแก่น,Chonnabot,Chonnabot,Khon Kaen
401802,40180,กุดเพียขอม,ชนบท,ขอนแก่น,Kut Phia Khom,Chonnabot,Khon Kaen
401803,40180,วังแสง,ชนบท,ขอนแก่น,Wang Saeng,Chonnabot,Khon Kaen
401804,40180,ห้วยแก,ชนบท,ขอนแก่น,Huai Kae,Chonnabot,Khon Kaen
401805,40180,บ้านแท่น,ชนบท,ขอนแก่น,Ban Thaen,Chonnabot,Khon Kaen
401806,40180,ศรีบุญเรือง,ชนบท,ขอนแก่น,Si Bunrueang,Chonnabot,Khon Kaen
401807,40180,โนนพะยอม,ชนบท,ขอนแก่น,Non Phayom,Chonnabot,Khon Kaen
401808,40180,ปอแดง,ชนบท,ขอนแก่น,Po Daeng,Chonnabot,Khon Kaen
401901,40280,เขาสวนกวาง,เขาสวนกวาง,ขอนแก่น,Khao Suan Kwang,Khao Suan Kwang,Khon Kaen
401902,40280,ดงเมืองแอม,เขาสวนกวาง,ขอนแก่น,Dong Mueang Am,Khao Suan Kwang,Khon Kaen
401903,40280,นางิ้ว,เขาสวนกวาง,ขอนแก่น,Na Ngio,Khao Suan Kwang,Khon Kaen
401904,40280,โนนสมบูรณ์,เขาสวนกวาง,ขอนแก่น,Non Sombun,Khao Suan Kwang,Khon Kaen
401905,40280,คำม่วง,เขาสวนกวาง,ขอนแก่น,Kham Muang,Khao Suan Kwang,Khon Kaen
402001,40350,โนนคอม,ภูผาม่าน,ขอนแก่น,Non Khom,Phu Phaman,Khon Kaen
402002,40350,นาฝาย,ภูผาม่าน,ขอนแก่น,Na Fai,Phu Phaman,Khon Kaen
402003,40350,ภูผาม่าน,ภูผาม่าน,ขอนแก่น,Phu Pha Man,Phu Phaman,Khon Kaen
402004,40350,วังสวาบ,ภูผาม่าน,ขอนแก่น,Wang Sawap,Phu Phaman,Khon Kaen
402005,40350,ห้วยม่วง,ภูผาม่าน,ขอนแก่น,Huai Muang,Phu Phaman,Khon Kaen
402101,40170,กระนวน,ซำสูง,ขอนแก่น,Kranuan,Sam Sung,Khon Kaen
402102,40170,คำแมด,ซำสูง,ขอนแก่น,Kham Maet,Sam Sung,Khon Kaen
402103,40170,บ้านโนน,ซำสูง,ขอนแก่น,Ban Non,Sam Sung,Khon Kaen
402104,40170,คูคำ,ซำสูง,ขอนแก่น,Khu Kham,Sam Sung,Khon Kaen
402105,40170,ห้วยเตย,ซำสูง,ขอนแก่น,Huai Toei,Sam Sung,Khon Kaen
402201,40160,บ้านโคก,โคกโพธิ์ไชย,ขอนแก่น,Ban Khok,Khok Pho Chai,Khon Kaen
402202,40160,โพธิ์ไชย,โคกโพธิ์ไชย,ขอนแก่น,Pho Chai,Khok Pho Chai,Khon Kaen
402203,40160,ซับสมบูรณ์,โคกโพธิ์ไชย,ขอนแก่น,Sap Sombun,Khok Pho Chai,Khon Kaen
402204,40160,นาแพง,โคกโพธิ์ไชย,ขอนแก่น,Na Phaeng,Khok Pho Chai,Khon Kaen
402301,40150,กุดธาตุ,หนองนาคำ,ขอนแก่น,Kut That,Nong Na Kham,Khon Kaen
402302,40150,บ้านโคก,หนองนาคำ,ขอนแก่น,Ban Khok,Nong Na Kham,Khon Kaen
402303,40150,ขนวน,หนองนาคำ,ขอนแก่น,Khanuan,Nong Na Kham,Khon Kaen
402401,40110,บ้านแฮด,บ้านแฮด,ขอนแก่น,Ban Haet,Ban Haet,Khon Kaen
402402,40110,โคกสำราญ,บ้านแฮด,ขอนแก่น,Khok Samran,Ban Haet,Khon Kaen
402403,40110,โนนสมบูรณ์,บ้านแฮด,ขอนแก่น,Non Sombun,Ban Haet,Khon Kaen
402404,40110,หนองแซง,บ้านแฮด,ขอนแก่น,Nong Saeng,Ban Haet,Khon Kaen
402501,40110,โนนศิลา,โนนศิลา,ขอนแก่น,Non Sila,Non Sila,Khon Kaen
402502,40110,หนองปลาหมอ,โนนศิลา,ขอนแก่น,Nong Pla Mo,Non Sila,Khon Kaen
402503,40110,บ้านหัน,โนนศิลา,ขอนแก่น,Ban Han,Non Sila,Khon Kaen
402504,40110,เปือยใหญ่,โนนศิลา,ขอนแก่น,Pueai Yai,Non Sila,Khon Kaen
402505,40110,โนนแดง,โนนศิลา,ขอนแก่น,Non Daeng,Non Sila,Khon Kaen
402901,40140,ในเมือง,เวียงเก่า,ขอนแก่น,Nai Mueang,Wiang Kao,Khon Kaen
402902,40140,เมืองเก่าพัฒนา,เวียงเก่า,ขอนแก่น,Mueang Kao Phatthana,Wiang Kao,Khon Kaen
402903,40140,เขาน้อย,เวียงเก่า,ขอนแก่น,Khao Noi,Wiang Kao,Khon Kaen
410101,41000,หมากแข้ง,เมืองอุดรธานี,อุดรธานี,Mak Khaeng,Mueang Udon Thani,Udon Thani
410102,41000,นิคมสงเคราะห์,เมืองอุดรธานี,อุดรธานี,Nikhom Songkhro,Mueang Udon Thani,Udon Thani
410103,41000,บ้านขาว,เมืองอุดรธานี,อุดรธานี,Ban Khao,Mueang Udon Thani,Udon Thani
410104,41000,หนองบัว,เมืองอุดรธานี,อุดรธานี,Nong Bua,Mueang Udon Thani,Udon Thani
410105,41000,บ้านตาด,เมืองอุดรธานี,อุดรธานี,Ban Tat,Mueang Udon Thani,Udon Thani
410106,41330,โนนสูง,เมืองอุดรธานี,อุดรธานี,Non Sung,Mueang Udon Thani,Udon Thani
410107,41000,หมูม่น,เมืองอุดรธานี,อุดรธานี,Mu Mon,Mueang Udon Thani,Udon Thani
410108,41000,เชียงยืน,เมืองอุดรธานี,อุดรธานี,Chiang Yuen,Mueang Udon Thani,Udon Thani
410109,41000,หนองนาคำ,เมืองอุดรธานี,อุดรธานี,Nong Na Kham,Mueang Udon Thani,Udon Thani
410110,41000,กุดสระ,เมืองอุดรธานี,อุดรธานี,Kut Sa,Mueang Udon Thani,Udon Thani
410111,41000,นาดี,เมืองอุดรธานี,อุดรธานี,Na Di,Mueang Udon Thani,Udon Thani
410112,41000,บ้านเลื่อม,เมืองอุดรธานี,อุดรธานี,Ban Lueam,Mueang Udon Thani,Udon Thani
410113,41000,เชียงพิณ,เมืองอุดรธานี,อุดรธานี,Chiang Phin,Mueang Udon Thani,Udon Thani
410114,41000,สามพร้าว,เมืองอุดรธานี,อุดรธานี,Sam Phrao,Mueang Udon Thani,Udon Thani
410115,41000,หนองไฮ,เมืองอุดรธานี,อุดรธานี,Nong Hai,Mueang Udon Thani,Udon Thani
410116,41000,นาข่า,เมืองอุดรธานี,อุดรธานี,Na Kha,Mueang Udon Thani,Udon Thani
410117,41000,บ้านจั่น,เมืองอุดรธานี,อุดรธานี,Ban Chan,Mueang Udon Thani,Udon Thani
410118,41000,หนองขอนกว้าง,เมืองอุดรธานี,อุดรธานี,Nong Khon Kwang,Mueang Udon Thani,Udon Thani
410119,41000,โคกสะอาด,เมืองอุดรธานี,อุดรธานี,Khok Sa-At,Mueang Udon Thani,Udon Thani
410120,41000,นากว้าง,เมืองอุดรธานี,อุดรธานี,Na Kwang,Mueang Udon Thani,Udon Thani
410121,41330,หนองไผ่,เมืองอุดรธานี,อุดรธานี,Nong Phai,Mueang Udon Thani,Udon Thani
410201,41250,กุดจับ,กุดจับ,อุดรธานี,Kut Chap,Kut Chap,Udon Thani
410202,41250,ปะโค,กุดจับ,อุดรธานี,Pakho,Kut Chap,Udon Thani
410203,41250,ขอนยูง,กุดจับ,อุดรธานี,Khon Yung,Kut Chap,Udon Thani
410204,41250,เชียงเพ็ง,กุดจับ,อุดรธานี,Chiang Pheng,Kut Chap,Udon Thani
410205,41250,สร้างก่อ,กุดจับ,อุดรธานี,Sang Ko,Kut Chap,Udon Thani
410206,41250,เมืองเพีย,กุดจับ,อุดรธานี,Mueang Phia,Kut Chap,Udon Thani
410207,41250,ตาลเลียน,กุดจับ,อุดรธานี,Tan Lian,Kut Chap,Udon Thani
410301,41360,หมากหญ้า,หนองวัวซอ,อุดรธานี,Mak Ya,Nong Wua So,Udon Thani
410302,41220,หนองอ้อ,หนองวัวซอ,อุดรธานี,Nong O,Nong Wua So,Udon Thani
410303,41220,อูบมุง,หนองวัวซอ,อุดรธานี,Up Mung,Nong Wua So,Udon Thani
410304,41220,กุดหมากไฟ,หนองวัวซอ,อุดรธานี,Kut Mak Fai,Nong Wua So,Udon Thani
410305,41360,น้ำพ่น,หนองวัวซอ,อุดรธานี,Nam Phon,Nong Wua So,Udon Thani
410306,41360,หนองบัวบาน,หนองวัวซอ,อุดรธานี,Nong Bua Ban,Nong Wua So,Udon Thani
410307,41220,โนนหวาย,หนองวัวซอ,อุดรธานี,Non Wai,Nong Wua So,Udon Thani
410308,41360,หนองวัวซอ,หนองวัวซอ,อุดรธานี,Nong Wua So,Nong Wua So,Udon Thani
410401,41110,ตูมใต้,กุมภวาปี,อุดรธานี,Tum Tai,Kumphawapi,Udon Thani
410402,41370,พันดอน,กุมภวาปี,อุดรธานี,Phan Don,Kumphawapi,Udon Thani
410403,41110,เวียงคำ,กุมภวาปี,อุดรธานี,Wiang Kham,Kumphawapi,Udon Thani
410404,41110,แชแล,กุมภวาปี,อุดรธานี,Chae Lae,Kumphawapi,Udon Thani
410406,41110,เชียงแหว,กุมภวาปี,อุดรธานี,Chiang Wae,Kumphawapi,Udon Thani
410407,41110,ห้วยเกิ้ง,กุมภวาปี,อุดรธานี,Huai Koeng,Kumphawapi,Udon Thani
410409,41370,เสอเพลอ,กุมภวาปี,อุดรธานี,Soe Phloe,Kumphawapi,Udon Thani
410410,41110,สีออ,กุมภวาปี,อุดรธานี,Si-O,Kumphawapi,Udon Thani
410411,41370,ปะโค,กุมภวาปี,อุดรธานี,Pakho,Kumphawapi,Udon Thani
410413,41370,ผาสุก,กุมภวาปี,อุดรธานี,Pha Suk,Kumphawapi,Udon Thani
410414,41110,ท่าลี่,กุมภวาปี,อุดรธานี,Tha Li,Kumphawapi,Udon Thani
410415,41110,กุมภวาปี,กุมภวาปี,อุดรธานี,Kumphawapi,Kumphawapi,Udon Thani
410416,41110,หนองหว้า,กุมภวาปี,อุดรธานี,Nong Wa,Kumphawapi,Udon Thani
410501,41240,โนนสะอาด,โนนสะอาด,อุดรธานี,Non Sa-At,Non Sa-At,Udon Thani
410502,41240,บุ่งแก้ว,โนนสะอาด,อุดรธานี,Bung Kaeo,Non Sa-At,Udon Thani
410503,41240,โพธิ์ศรีสำราญ,โนนสะอาด,อุดรธานี,Pho Si Samran,Non Sa-At,Udon Thani
410504,41240,ทมนางาม,โนนสะอาด,อุดรธานี,Thom Na Ngam,Non Sa-At,Udon Thani
410505,41240,หนองกุงศรี,โนนสะอาด,อุดรธานี,Nong Kung Si,Non Sa-At,Udon Thani
410506,41240,โคกกลาง,โนนสะอาด,อุดรธานี,Khok Klang,Non Sa-At,Udon Thani
410601,41130,หนองหาน,หนองหาน,อุดรธานี,Nong Han,Nong Saeng,Udon Thani
410602,41130,หนองเม็ก,หนองหาน,อุดรธานี,Nong Mek,Nong Saeng,Udon Thani
410605,41130,พังงู,หนองหาน,อุดรธานี,Phang Ngu,Nong Saeng,Udon Thani
410606,41130,สะแบง,หนองหาน,อุดรธานี,Sabaeng,Nong Saeng,Udon Thani
410607,41130,สร้อยพร้าว,หนองหาน,อุดรธานี,Soi Phrao,Nong Saeng,Udon Thani
410609,41320,บ้านเชียง,หนองหาน,อุดรธานี,Ban Chiang,Nong Saeng,Udon Thani
410610,41320,บ้านยา,หนองหาน,อุดรธานี,Ban Ya,Nong Saeng,Udon Thani
410611,41130,โพนงาม,หนองหาน,อุดรธานี,Phon Ngam,Nong Saeng,Udon Thani
410612,41130,ผักตบ,หนองหาน,อุดรธานี,Phak Top,Nong Saeng,Udon Thani
410614,41130,หนองไผ่,หนองหาน,อุดรธานี,Nong Phai,Nong Saeng,Udon Thani
410617,41130,ดอนหายโศก,หนองหาน,อุดรธานี,Don Hai Sok,Nong Saeng,Udon Thani
410618,41320,หนองสระปลา,หนองหาน,อุดรธานี,Nong Sa Pla,Nong Saeng,Udon Thani
410701,41310,ทุ่งฝน,ทุ่งฝน,อุดรธานี,Thung Fon,Thung Fon,Udon Thani
410702,41310,ทุ่งใหญ่,ทุ่งฝน,อุดรธานี,Thung Yai,Thung Fon,Udon Thani
410703,41310,นาชุมแสง,ทุ่งฝน,อุดรธานี,Na Chum Saeng,Thung Fon,Udon Thani
410704,41310,นาทม,ทุ่งฝน,อุดรธานี,Na Thom,Thung Fon,Udon Thani
410801,41290,ไชยวาน,ไชยวาน,อุดรธานี,Chaiwan,Chai Wan,Udon Thani
410802,41290,หนองหลัก,ไชยวาน,อุดรธานี,Nong Lak,Chai Wan,Udon Thani
410803,41290,คำเลาะ,ไชยวาน,อุดรธานี,Kham Lo,Chai Wan,Udon Thani
410804,41290,โพนสูง,ไชยวาน,อุดรธานี,Phon Sung,Chai Wan,Udon Thani
410901,41230,ศรีธาตุ,ศรีธาตุ,อุดรธานี,Si That,Si That,Udon Thani
410902,41230,จำปี,ศรีธาตุ,อุดรธานี,Champi,Si That,Udon Thani
410903,41230,บ้านโปร่ง,ศรีธาตุ,อุดรธานี,Ban Prong,Si That,Udon Thani
410904,41230,หัวนาคำ,ศรีธาตุ,อุดรธานี,Hua Na Kham,Si That,Udon Thani
410905,41230,หนองนกเขียน,ศรีธาตุ,อุดรธานี,Nong Nok Khian,Si That,Udon Thani
410906,41230,นายูง,ศรีธาตุ,อุดรธานี,Na Yung,Si That,Udon Thani
410907,41230,ตาดทอง,ศรีธาตุ,อุดรธานี,Tat Thong,Si That,Udon Thani
411001,41280,หนองกุงทับม้า,วังสามหมอ,อุดรธานี,Nong Kung Thap Ma,Wang Sam Mo,Udon Thani
411002,41280,หนองหญ้าไซ,วังสามหมอ,อุดรธานี,Nong Ya Sai,Wang Sam Mo,Udon Thani
411003,41280,บะยาว,วังสามหมอ,อุดรธานี,Bayao,Wang Sam Mo,Udon Thani
411004,41280,ผาสุก,วังสามหมอ,อุดรธานี,Pha Suk,Wang Sam Mo,Udon Thani
411005,41280,คำโคกสูง,วังสามหมอ,อุดรธานี,Kham Khok Sung,Wang Sam Mo,Udon Thani
411006,41280,วังสามหมอ,วังสามหมอ,อุดรธานี,Wang Sam Mo,Wang Sam Mo,Udon Thani
411101,41190,ศรีสุทโธ,บ้านดุง,อุดรธานี,Si Suttho,Ban Dung,Udon Thani
411102,41190,บ้านดุง,บ้านดุง,อุดรธานี,Ban Dung,Ban Dung,Udon Thani
411103,41190,ดงเย็น,บ้านดุง,อุดรธานี,Dong Yen,Ban Dung,Udon Thani
411104,41190,โพนสูง,บ้านดุง,อุดรธานี,Phon Sung,Ban Dung,Udon Thani
411105,41190,อ้อมกอ,บ้านดุง,อุดรธานี,Om Ko,Ban Dung,Udon Thani
411106,41190,บ้านจันทน์,บ้านดุง,อุดรธานี,Ban Chan,Ban Dung,Udon Thani
411107,41190,บ้านชัย,บ้านดุง,อุดรธานี,Ban Chai,Ban Dung,Udon Thani
411108,41190,นาไหม,บ้านดุง,อุดรธานี,Na Mai,Ban Dung,Udon Thani
411109,41190,ถ่อนนาลับ,บ้านดุง,อุดรธานี,Thon Na Lap,Ban Dung,Udon Thani
411110,41190,วังทอง,บ้านดุง,อุดรธานี,Wang Thong,Ban Dung,Udon Thani
411111,41190,บ้านม่วง,บ้านดุง,อุดรธานี,Ban Muang,Ban Dung,Udon Thani
411112,41190,บ้านตาด,บ้านดุง,อุดรธานี,Ban Tat,Ban Dung,Udon Thani
411113,41190,นาคำ,บ้านดุง,อุดรธานี,Na Kham,Ban Dung,Udon Thani
411701,41160,บ้านผือ,บ้านผือ,อุดรธานี,Ban Phue,Ban Phue,Udon Thani
411702,41160,หายโศก,บ้านผือ,อุดรธานี,Hai Sok,Ban Phue,Udon Thani
411703,41160,เขือน้ำ,บ้านผือ,อุดรธานี,Khuea Nam,Ban Phue,Udon Thani
411704,41160,คำบง,บ้านผือ,อุดรธานี,Kham Bong,Ban Phue,Udon Thani
411705,41160,โนนทอง,บ้านผือ,อุดรธานี,Non Thong,Ban Phue,Udon Thani
411706,41160,ข้าวสาร,บ้านผือ,อุดรธานี,Khao San,Ban Phue,Udon Thani
411707,41160,จำปาโมง,บ้านผือ,อุดรธานี,Champa Mok,Ban Phue,Udon Thani
411708,41160,กลางใหญ่,บ้านผือ,อุดรธานี,Klang Yai,Ban Phue,Udon Thani
411709,41160,เมืองพาน,บ้านผือ,อุดรธานี,Mueang Phan,Ban Phue,Udon Thani
411710,41160,คำด้วง,บ้านผือ,อุดรธานี,Kham Duang,Ban Phue,Udon Thani
411711,41160,หนองหัวคู,บ้านผือ,อุดรธานี,Nong Hua Khu,Ban Phue,Udon Thani
411712,41160,บ้านค้อ,บ้านผือ,อุดรธานี,Ban Kho,Ban Phue,Udon Thani
411713,41160,หนองแวง,บ้านผือ,อุดรธานี,Nong Waeng,Ban Phue,Udon Thani
411801,41210,นางัว,น้ำโสม,อุดรธานี,Na Ngua,Nam Som,Udon Thani
411802,41210,น้ำโสม,น้ำโสม,อุดรธานี,Nam Som,Nam Som,Udon Thani
411805,41210,หนองแวง,น้ำโสม,อุดรธานี,Nong Waeng,Nam Som,Udon Thani
411806,41210,บ้านหยวก,น้ำโสม,อุดรธานี,Ban Yuak,Nam Som,Udon Thani
411807,41210,โสมเยี่ยม,น้ำโสม,อุดรธานี,Som Yiam,Nam Som,Udon Thani
411810,41210,ศรีสำราญ,น้ำโสม,อุดรธานี,Si Samran,Nam Som,Udon Thani
411812,41210,สามัคคี,น้ำโสม,อุดรธานี,Samakkhi,Nam Som,Udon Thani
411901,41150,เพ็ญ,เพ็ญ,อุดรธานี,Phen,Phen,Udon Thani
411902,41150,บ้านธาตุ,เพ็ญ,อุดรธานี,Ban That,Phen,Udon Thani
411903,41150,นาพู่,เพ็ญ,อุดรธานี,Na Phu,Phen,Udon Thani
411904,41150,เชียงหวาง,เพ็ญ,อุดรธานี,Chiang Wang,Phen,Udon Thani
411905,41150,สุมเส้า,เพ็ญ,อุดรธานี,Sum Sao,Phen,Udon Thani
411906,41150,นาบัว,เพ็ญ,อุดรธานี,Na Bua,Phen,Udon Thani
411907,41150,บ้านเหล่า,เพ็ญ,อุดรธานี,Ban Lao,Phen,Udon Thani
411908,41150,จอมศรี,เพ็ญ,อุดรธานี,Chom Si,Phen,Udon Thani
411909,41150,เตาไห,เพ็ญ,อุดรธานี,Tao Hai,Phen,Udon Thani
411910,41150,โคกกลาง,เพ็ญ,อุดรธานี,Khok Klang,Phen,Udon Thani
411911,41150,สร้างแป้น,เพ็ญ,อุดรธานี,Sang Paen,Phen,Udon Thani
412001,41260,สร้างคอม,สร้างคอม,อุดรธานี,Sang Khom,Sang Khom,Udon Thani
412002,41260,เชียงดา,สร้างคอม,อุดรธานี,Chiang Da,Sang Khom,Udon Thani
412003,41260,บ้านยวด,สร้างคอม,อุดรธานี,Ban Yuat,Sang Khom,Udon Thani
412004,41260,บ้านโคก,สร้างคอม,อุดรธานี,Ban Khok,Sang Khom,Udon Thani
412005,41260,นาสะอาด,สร้างคอม,อุดรธานี,Na Sa-At,Sang Khom,Udon Thani
412006,41260,บ้านหินโงม,สร้างคอม,อุดรธานี,Ban Hin Ngom,Sang Khom,Udon Thani
412101,41340,หนองแสง,หนองแสง,อุดรธานี,Nong Saeng,Nong Saeng,Udon Thani
412102,41340,แสงสว่าง,หนองแสง,อุดรธานี,Saeng Sawang,Nong Saeng,Udon Thani
412103,41340,นาดี,หนองแสง,อุดรธานี,Na Di,Nong Saeng,Udon Thani
412104,41340,ทับกุง,หนองแสง,อุดรธานี,Thap Kung,Nong Saeng,Udon Thani
412201,41380,นายูง,นายูง,อุดรธานี,Na Yung,Na Yung,Udon Thani
412202,41380,บ้านก้อง,นายูง,อุดรธานี,Ban Kong,Na Yung,Udon Thani
412203,41380,นาแค,นายูง,อุดรธานี,Na Khae,Na Yung,Udon Thani
412204,41380,โนนทอง,นายูง,อุดรธานี,Non Thong,Na Yung,Udon Thani
412301,41130,บ้านแดง,พิบูลย์รักษ์,อุดรธานี,Ban Daeng,Phibun Rak,Udon Thani
412302,41130,นาทราย,พิบูลย์รักษ์,อุดรธานี,Na Sai,Phibun Rak,Udon Thani
412303,41130,ดอนกลอย,พิบูลย์รักษ์,อุดรธานี,Don Kloi,Phibun Rak,Udon Thani
412401,41130,บ้านจีต,กู่แก้ว,อุดรธานี,Ban Chiet,Ku Kaeo,Udon Thani
412402,41130,โนนทองอินทร์,กู่แก้ว,อุดรธานี,Non Thong In,Ku Kaeo,Udon Thani
412403,41130,ค้อใหญ่,กู่แก้ว,อุดรธานี,Kho Yai,Ku Kaeo,Udon Thani
412404,41130,คอนสาย,กู่แก้ว,อุดรธานี,Khon Sai,Ku Kaeo,Udon Thani
412501,41110,นาม่วง,ประจักษ์ศิลปาคม,อุดรธานี,Na Muang,Prachaksinlapakhom,Udon Thani
412502,41110,ห้วยสามพาด,ประจักษ์ศิลปาคม,อุดรธานี,Huai Sam Phat,Prachaksinlapakhom,Udon Thani
412503,41110,อุ่มจาน,ประจักษ์ศิลปาคม,อุดรธานี,Um Chan,Prachaksinlapakhom,Udon Thani
420101,42000,กุดป่อง,เมืองเลย,เลย,Kut Pong,Mueang Loei,Loei
420102,42000,เมือง,เมืองเลย,เลย,Mueang,Mueang Loei,Loei
420103,42100,นาอ้อ,เมืองเลย,เลย,Na O,Mueang Loei,Loei
420104,42000,กกดู่,เมืองเลย,เลย,Kok Du,Mueang Loei,Loei
420105,42000,น้ำหมาน,เมืองเลย,เลย,Nam Man,Mueang Loei,Loei
420106,42000,เสี้ยว,เมืองเลย,เลย,Siao,Mueang Loei,Loei
420107,42000,นาอาน,เมืองเลย,เลย,Na An,Mueang Loei,Loei
420108,42000,นาโป่ง,เมืองเลย,เลย,Na Pong,Mueang Loei,Loei
420109,42000,นาดินดำ,เมืองเลย,เลย,Na Din Dam,Mueang Loei,Loei
420110,42000,น้ำสวย,เมืองเลย,เลย,Nam Suai,Mueang Loei,Loei
420111,42000,ชัยพฤกษ์,เมืองเลย,เลย,Chaiyaphruek,Mueang Loei,Loei
420112,42000,นาแขม,เมืองเลย,เลย,Na Khaem,Mueang Loei,Loei
420113,42100,ศรีสองรัก,เมืองเลย,เลย,Si Song Rak,Mueang Loei,Loei
420114,42000,กกทอง,เมืองเลย,เลย,Kok Thong,Mueang Loei,Loei
420201,42210,นาด้วง,นาด้วง,เลย,Na Duang,Na Duang,Loei
420202,42210,นาดอกคำ,นาด้วง,เลย,Na Dok Kham,Na Duang,Loei
420203,42210,ท่าสะอาด,นาด้วง,เลย,Tha Sa-At,Na Duang,Loei
420204,42210,ท่าสวรรค์,นาด้วง,เลย,Tha Sawan,Na Duang,Loei
420301,42110,เชียงคาน,เชียงคาน,เลย,Chiang Khan,Chiang Khan,Loei
420302,42110,ธาตุ,เชียงคาน,เลย,That,Chiang Khan,Loei
420303,42110,นาซ่าว,เชียงคาน,เลย,Na Sao,Chiang Khan,Loei
420304,42110,เขาแก้ว,เชียงคาน,เลย,Khao Kaeo,Chiang Khan,Loei
420305,42110,ปากตม,เชียงคาน,เลย,Pak Tom,Chiang Khan,Loei
420306,42110,บุฮม,เชียงคาน,เลย,Bu Hom,Chiang Khan,Loei
420307,42110,จอมศรี,เชียงคาน,เลย,Chom Si,Chiang Khan,Loei
420308,42110,หาดทรายขาว,เชียงคาน,เลย,Hat Sai Khao,Chiang Khan,Loei
420401,42150,ปากชม,ปากชม,เลย,Pak Chom,Pak Chom,Loei
420402,42150,เชียงกลม,ปากชม,เลย,Chiang Klom,Pak Chom,Loei
420403,42150,หาดคัมภีร์,ปากชม,เลย,Hat Khamphi,Pak Chom,Loei
420404,42150,ห้วยบ่อซืน,ปากชม,เลย,Huai Bo Suen,Pak Chom,Loei
420405,42150,ห้วยพิชัย,ปากชม,เลย,Huai Phichai,Pak Chom,Loei
420406,42150,ชมเจริญ,ปากชม,เลย,Chom Charoen,Pak Chom,Loei
420501,42120,ด่านซ้าย,ด่านซ้าย,เลย,Dan Sai,Dan Sai,Loei
420502,42120,ปากหมัน,ด่านซ้าย,เลย,Pak Man,Dan Sai,Loei
420503,42120,นาดี,ด่านซ้าย,เลย,Na Di,Dan Sai,Loei
420504,42120,โคกงาม,ด่านซ้าย,เลย,Khok Ngam,Dan Sai,Loei
420505,42120,โพนสูง,ด่านซ้าย,เลย,Phon Sung,Dan Sai,Loei
420506,42120,อิปุ่ม,ด่านซ้าย,เลย,I Pum,Dan Sai,Loei
420507,42120,กกสะทอน,ด่านซ้าย,เลย,Kok Sathon,Dan Sai,Loei
420508,42120,โป่ง,ด่านซ้าย,เลย,Pong,Dan Sai,Loei
420509,42120,วังยาว,ด่านซ้าย,เลย,Wang Yao,Dan Sai,Loei
420510,42120,นาหอ,ด่านซ้าย,เลย,Na Ho,Dan Sai,Loei
420601,42170,นาแห้ว,นาแห้ว,เลย,Na Haeo,Na Haeo,Loei
420602,42170,แสงภา,นาแห้ว,เลย,Saeng Pha,Na Haeo,Loei
420603,42170,นาพึง,นาแห้ว,เลย,Na Phueng,Na Haeo,Loei
420604,42170,นามาลา,นาแห้ว,เลย,Na Mala,Na Haeo,Loei
420605,42170,เหล่ากอหก,นาแห้ว,เลย,Lao Ko Hok,Na Haeo,Loei
420701,42160,หนองบัว,ภูเรือ,เลย,Nong Bua,Phu Ruea,Loei
420702,42160,ท่าศาลา,ภูเรือ,เลย,Tha Sala,Phu Ruea,Loei
420703,42160,ร่องจิก,ภูเรือ,เลย,Rong Chik,Phu Ruea,Loei
420704,42160,ปลาบ่า,ภูเรือ,เลย,Pla Ba,Phu Ruea,Loei
420705,42160,ลาดค่าง,ภูเรือ,เลย,Lat Khang,Phu Ruea,Loei
420706,42160,สานตม,ภูเรือ,เลย,Santom,Phu Ruea,Loei
420801,42140,ท่าลี่,ท่าลี่,เลย,Tha Li,Tha Li,Loei
420802,42140,หนองผือ,ท่าลี่,เลย,Nong Phue,Tha Li,Loei
420803,42140,อาฮี,ท่าลี่,เลย,A Hi,Tha Li,Loei
420804,42140,น้ำแคม,ท่าลี่,เลย,Nam Khaem,Tha Li,Loei
420805,42140,โคกใหญ่,ท่าลี่,เลย,Khok Yai,Tha Li,Loei
420806,42140,น้ำทูน,ท่าลี่,เลย,Nam Thun,Tha Li,Loei
420901,42130,วังสะพุง,วังสะพุง,เลย,Wang Saphung,Wang Saphung,Loei
420902,42130,ทรายขาว,วังสะพุง,เลย,Sai Khao,Wang Saphung,Loei
420903,42130,หนองหญ้าปล้อง,วังสะพุง,เลย,Nong Ya Plong,Wang Saphung,Loei
420904,42130,หนองงิ้ว,วังสะพุง,เลย,Nong Ngio,Wang Saphung,Loei
420905,42130,ปากปวน,วังสะพุง,เลย,Pak Puan,Wang Saphung,Loei
420906,42130,ผาน้อย,วังสะพุง,เลย,Pha Noi,Wang Saphung,Loei
420910,42130,ผาบิ้ง,วังสะพุง,เลย,Pha Bing,Wang Saphung,Loei
420911,42130,เขาหลวง,วังสะพุง,เลย,Khao Luang,Wang Saphung,Loei
420912,42130,โคกขมิ้น,วังสะพุง,เลย,Khok Khamin,Wang Saphung,Loei
420913,42130,ศรีสงคราม,วังสะพุง,เลย,Si Songkhram,Wang Saphung,Loei
